unit_id,doc_index,doc_name,doc_statement,doc_ground_truth_abc_label,doc_ground_truth_politifact_label,doc_source,doc_correctness_value,doc_neutrality_value,doc_comprehensibility_value,doc_precision_value,doc_completeness_value,doc_speaker's-trustworthiness_value,doc_informativeness_value,doc_overall-truthfulness_value,doc_confidence_value
unit_9,2,DEM_MOSTLYTRUE_doc10,Says in his years as a Texas legislator we passed three pay increases for teachers and provided them with health insurance,,mostly-true,politifact,2.0,2.0,1.0,1.0,1.0,0.0,2.0,2,2.0
unit_9,3,DEM_BARELYTRUE_doc10,Youre paying forstate Sen Diane Allens health care and she took yours away,,barely-true,politifact,-1.0,-1.0,1.0,-2.0,-1.0,0.0,-2.0,-1,-2.0
unit_9,4,REP_FALSE_doc10,Birth control pioneer Margaret Sanger wasan active participant in the Ku Klux Klan,,false,politifact,-2.0,-2.0,1.0,1.0,-2.0,0.0,-1.0,-1,-2.0
unit_9,5,REP_HALFTRUE_doc10,In the fall of 2009 only 21 percent of Texas high school graduates enrolled in a fouryear public university,,half-true,politifact,1.0,-1.0,1.0,-2.0,-2.0,0.0,-1.0,1,1.0
unit_9,6,DEM_LIE_doc10,Says the Wisconsin Republican Party tweeted Happy International Womens Day You ladies should get paid less and not be able to make health care decisions,,pants-on-fire,politifact,0.0,-2.0,1.0,-2.0,0.0,-2.0,0.0,0,0.0
unit_9,8,Liberal_In_Between_doc1,What the states do is a matter for the states The constitution provides that marriage is a responsibility of the Commonwealth parliament And as you know the Commonwealth parliament recently voted on this subject and by a fairly decisive margin decided to stick with the existing Marriage Act,in-between,,abc,0.0,2.0,1.0,-1.0,1.0,2.0,1.0,0,0.0
unit_9,9,Labor_Negative_doc3,Mr Abbott seems to be suffering from just a little bit of amnesia Mr Rudd saidWhen he was health minister he cut 1 billion from the public hospitals budget of Australia,negative,,abc,1.0,1.0,2.0,2.0,-1.0,2.0,1.0,1,-2.0
unit_9,10,Labor_Positive_doc1,Australia is one of only eight countries given a rating of AAA with a stable outlook from all three credit rating agenciesThese are the real facts and no amount of negative political spin will change that,positive,,abc,0.0,2.0,2.0,2.0,0.0,1.0,1.0,0,0.0
unit_11,0,Liberal_In_Between_doc1,What the states do is a matter for the states The constitution provides that marriage is a responsibility of the Commonwealth parliament And as you know the Commonwealth parliament recently voted on this subject and by a fairly decisive margin decided to stick with the existing Marriage Act,in-between,,abc,-1.0,-2.0,1.0,-1.0,-2.0,-2.0,-1.0,-1,-2.0
unit_11,1,Labor_Negative_doc3,Mr Abbott seems to be suffering from just a little bit of amnesia Mr Rudd saidWhen he was health minister he cut 1 billion from the public hospitals budget of Australia,negative,,abc,-1.0,-2.0,2.0,2.0,-1.0,1.0,-1.0,-1,-2.0
unit_11,2,Labor_Positive_doc1,Australia is one of only eight countries given a rating of AAA with a stable outlook from all three credit rating agenciesThese are the real facts and no amount of negative political spin will change that,positive,,abc,-2.0,-2.0,1.0,1.0,-1.0,1.0,1.0,-2,-2.0
unit_11,3,REP_HALFTRUE_doc10,In the fall of 2009 only 21 percent of Texas high school graduates enrolled in a fouryear public university,,half-true,politifact,-1.0,1.0,2.0,2.0,1.0,-1.0,-1.0,-1,-2.0
unit_11,4,REP_FALSE_doc10,Birth control pioneer Margaret Sanger wasan active participant in the Ku Klux Klan,,false,politifact,-2.0,-1.0,2.0,2.0,-2.0,-1.0,-1.0,-2,-2.0
unit_11,6,DEM_LIE_doc10,Says the Wisconsin Republican Party tweeted Happy International Womens Day You ladies should get paid less and not be able to make health care decisions,,pants-on-fire,politifact,-2.0,-2.0,1.0,1.0,-1.0,-1.0,-1.0,-2,-2.0
unit_11,7,DEM_BARELYTRUE_doc10,Youre paying forstate Sen Diane Allens health care and she took yours away,,barely-true,politifact,-1.0,-2.0,1.0,-1.0,-2.0,-1.0,-1.0,-1,-2.0
unit_11,8,DEM_MOSTLYTRUE_doc10,Says in his years as a Texas legislator we passed three pay increases for teachers and provided them with health insurance,,mostly-true,politifact,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,-2.0
unit_11,10,REP_TRUE_doc10,Says this months special session will cost the state 27300 a day just for legislators daily living expenses,,true,politifact,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1,-2.0
unit_13,0,DEM_LIE_doc10,Says the Wisconsin Republican Party tweeted Happy International Womens Day You ladies should get paid less and not be able to make health care decisions,,pants-on-fire,politifact,-2.0,-2.0,1.0,1.0,-1.0,0.0,0.0,-1,1.0
unit_13,1,DEM_BARELYTRUE_doc10,Youre paying forstate Sen Diane Allens health care and she took yours away,,barely-true,politifact,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1,0.0
unit_13,2,REP_HALFTRUE_doc10,In the fall of 2009 only 21 percent of Texas high school graduates enrolled in a fouryear public university,,half-true,politifact,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1,0.0
unit_13,3,REP_TRUE_doc10,Says this months special session will cost the state 27300 a day just for legislators daily living expenses,,true,politifact,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0,-1.0
unit_13,6,REP_FALSE_doc10,Birth control pioneer Margaret Sanger wasan active participant in the Ku Klux Klan,,false,politifact,-2.0,-2.0,1.0,1.0,1.0,0.0,1.0,0,-1.0
unit_13,7,DEM_MOSTLYTRUE_doc10,Says in his years as a Texas legislator we passed three pay increases for teachers and provided them with health insurance,,mostly-true,politifact,0.0,-1.0,1.0,1.0,1.0,0.0,-1.0,-1,-2.0
unit_13,8,Labor_Positive_doc1,Australia is one of only eight countries given a rating of AAA with a stable outlook from all three credit rating agenciesThese are the real facts and no amount of negative political spin will change that,positive,,abc,1.0,-1.0,1.0,1.0,1.0,-1.0,0.0,0,-1.0
unit_13,9,Labor_Negative_doc3,Mr Abbott seems to be suffering from just a little bit of amnesia Mr Rudd saidWhen he was health minister he cut 1 billion from the public hospitals budget of Australia,negative,,abc,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1,-1.0
unit_13,10,Liberal_In_Between_doc1,What the states do is a matter for the states The constitution provides that marriage is a responsibility of the Commonwealth parliament And as you know the Commonwealth parliament recently voted on this subject and by a fairly decisive margin decided to stick with the existing Marriage Act,in-between,,abc,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1,0.0
unit_15,2,DEM_BARELYTRUE_doc10,Youre paying forstate Sen Diane Allens health care and she took yours away,,barely-true,politifact,0.0,0.0,1.0,-1.0,-1.0,0.0,1.0,0,-1.0
unit_15,3,REP_TRUE_doc10,Says this months special session will cost the state 27300 a day just for legislators daily living expenses,,true,politifact,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,-2.0
unit_15,4,DEM_MOSTLYTRUE_doc10,Says in his years as a Texas legislator we passed three pay increases for teachers and provided them with health insurance,,mostly-true,politifact,0.0,0.0,1.0,-1.0,-1.0,0.0,1.0,1,-1.0
unit_15,5,DEM_LIE_doc10,Says the Wisconsin Republican Party tweeted Happy International Womens Day You ladies should get paid less and not be able to make health care decisions,,pants-on-fire,politifact,-1.0,-1.0,1.0,0.0,-1.0,-2.0,0.0,-1,-1.0
unit_15,6,REP_FALSE_doc10,Birth control pioneer Margaret Sanger wasan active participant in the Ku Klux Klan,,false,politifact,-1.0,-2.0,1.0,1.0,0.0,-1.0,1.0,1,-2.0
unit_15,7,REP_HALFTRUE_doc10,In the fall of 2009 only 21 percent of Texas high school graduates enrolled in a fouryear public university,,half-true,politifact,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,-1.0
unit_15,8,Labor_Positive_doc1,Australia is one of only eight countries given a rating of AAA with a stable outlook from all three credit rating agenciesThese are the real facts and no amount of negative political spin will change that,positive,,abc,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0,-1.0
unit_15,9,Labor_Negative_doc3,Mr Abbott seems to be suffering from just a little bit of amnesia Mr Rudd saidWhen he was health minister he cut 1 billion from the public hospitals budget of Australia,negative,,abc,-1.0,-1.0,1.0,1.0,0.0,0.0,1.0,1,-1.0
unit_15,10,Liberal_In_Between_doc1,What the states do is a matter for the states The constitution provides that marriage is a responsibility of the Commonwealth parliament And as you know the Commonwealth parliament recently voted on this subject and by a fairly decisive margin decided to stick with the existing Marriage Act,in-between,,abc,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0,-1.0
unit_17,2,DEM_MOSTLYTRUE_doc10,Says in his years as a Texas legislator we passed three pay increases for teachers and provided them with health insurance,,mostly-true,politifact,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2,2.0
unit_17,3,DEM_BARELYTRUE_doc10,Youre paying forstate Sen Diane Allens health care and she took yours away,,barely-true,politifact,-2.0,1.0,2.0,1.0,-1.0,1.0,-2.0,-2,2.0
unit_17,4,REP_HALFTRUE_doc10,In the fall of 2009 only 21 percent of Texas high school graduates enrolled in a fouryear public university,,half-true,politifact,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1,-1.0
unit_17,5,DEM_LIE_doc10,Says the Wisconsin Republican Party tweeted Happy International Womens Day You ladies should get paid less and not be able to make health care decisions,,pants-on-fire,politifact,-2.0,-1.0,2.0,1.0,-1.0,-1.0,-2.0,-2,2.0
unit_17,6,REP_TRUE_doc10,Says this months special session will cost the state 27300 a day just for legislators daily living expenses,,true,politifact,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1,1.0
unit_17,7,REP_FALSE_doc10,Birth control pioneer Margaret Sanger wasan active participant in the Ku Klux Klan,,false,politifact,1.0,-1.0,2.0,1.0,-1.0,1.0,1.0,1,-1.0
unit_17,8,Labor_Positive_doc1,Australia is one of only eight countries given a rating of AAA with a stable outlook from all three credit rating agenciesThese are the real facts and no amount of negative political spin will change that,positive,,abc,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2,1.0
unit_17,9,Liberal_In_Between_doc1,What the states do is a matter for the states The constitution provides that marriage is a responsibility of the Commonwealth parliament And as you know the Commonwealth parliament recently voted on this subject and by a fairly decisive margin decided to stick with the existing Marriage Act,in-between,,abc,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2,1.0
unit_17,10,Labor_Negative_doc3,Mr Abbott seems to be suffering from just a little bit of amnesia Mr Rudd saidWhen he was health minister he cut 1 billion from the public hospitals budget of Australia,negative,,abc,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1,1.0
unit_19,0,REP_HALFTRUE_doc10,In the fall of 2009 only 21 percent of Texas high school graduates enrolled in a fouryear public university,,half-true,politifact,-2.0,0.0,2.0,1.0,2.0,-1.0,1.0,-2,-2.0
unit_19,1,DEM_LIE_doc10,Says the Wisconsin Republican Party tweeted Happy International Womens Day You ladies should get paid less and not be able to make health care decisions,,pants-on-fire,politifact,0.0,-1.0,2.0,2.0,2.0,0.0,1.0,0,-2.0
unit_19,2,DEM_BARELYTRUE_doc10,Youre paying forstate Sen Diane Allens health care and she took yours away,,barely-true,politifact,-1.0,-2.0,2.0,2.0,1.0,-1.0,1.0,1,-1.0
unit_19,3,REP_TRUE_doc10,Says this months special session will cost the state 27300 a day just for legislators daily living expenses,,true,politifact,-2.0,-1.0,1.0,-2.0,-2.0,-2.0,-2.0,-2,-2.0
unit_19,4,REP_FALSE_doc10,Birth control pioneer Margaret Sanger wasan active participant in the Ku Klux Klan,,false,politifact,-2.0,-2.0,2.0,1.0,-1.0,-1.0,1.0,-1,-1.0
unit_19,5,DEM_MOSTLYTRUE_doc10,Says in his years as a Texas legislator we passed three pay increases for teachers and provided them with health insurance,,mostly-true,politifact,0.0,-2.0,2.0,1.0,2.0,-1.0,1.0,0,-2.0
unit_19,8,Liberal_In_Between_doc1,What the states do is a matter for the states The constitution provides that marriage is a responsibility of the Commonwealth parliament And as you know the Commonwealth parliament recently voted on this subject and by a fairly decisive margin decided to stick with the existing Marriage Act,in-between,,abc,1.0,-2.0,2.0,1.0,-1.0,-2.0,1.0,1,2.0
unit_19,9,Labor_Negative_doc3,Mr Abbott seems to be suffering from just a little bit of amnesia Mr Rudd saidWhen he was health minister he cut 1 billion from the public hospitals budget of Australia,negative,,abc,2.0,-2.0,2.0,2.0,2.0,2.0,2.0,2,2.0
unit_19,10,Labor_Positive_doc1,Australia is one of only eight countries given a rating of AAA with a stable outlook from all three credit rating agenciesThese are the real facts and no amount of negative political spin will change that,positive,,abc,2.0,-2.0,2.0,2.0,2.0,2.0,2.0,2,1.0
unit_21,0,Liberal_Positive_doc2,People have illegally entered Australia when theyve come without a valid visa,positive,,abc,1.0,-1.0,1.0,1.0,-1.0,0.0,-1.0,0,2.0
unit_21,1,Labor_Negative_doc7,Chris Bowen says the Governments decision to scrap a 2000 cap on selfeducation expenses will allow people to travel as much as they like and claim as much as they like,negative,,abc,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,-2.0
unit_21,2,Labor_In_Between_doc5,What Ive released today is a minute from the Department of Finance which costs that policy that is a reduction of 12000 in the Australian public service by natural attrition Senator Wong said during a press conference on August 29You will see from that minute that the saving there is 28 billion The claimed saving by the Coalition is in fact 52 billion so we see clearly theres a shortfall,in-between,,abc,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,2,-2.0
unit_21,3,REP_HALFTRUE_doc9,Texas still owns all of its public lands If the federal govt wants to create a park they must ask permission,,half-true,politifact,-1.0,-2.0,2.0,1.0,1.0,0.0,0.0,0,-2.0
unit_21,4,REP_MOSTLYTRUE_doc9,US Senate candidate Jack Kingston requested more earmarks than any other GA Congressman and all GA GOP members combined,,mostly-true,politifact,0.0,-2.0,1.0,-1.0,-1.0,-1.0,-1.0,0,-2.0
unit_21,6,DEM_BARELYTRUE_doc9,The economy we preside over today is better than the one we inherited,,barely-true,politifact,0.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,-2.0
unit_21,7,DEM_LIE_doc9,Austin mayoral candidate Mike Martinez takes corporate money,,pants-on-fire,politifact,1.0,-1.0,1.0,1.0,1.0,0.0,0.0,1,-2.0
unit_21,8,DEM_FALSE_doc9,One year today since GOP took control of the House and no new jobs,,false,politifact,-1.0,-2.0,0.0,0.0,-1.0,-1.0,-1.0,-1,-2.0
unit_21,9,REP_TRUE_doc9,Wisconsin is 1 in the Midwest for personal income growth over the year,,true,politifact,-1.0,-2.0,1.0,1.0,-1.0,-1.0,1.0,-1,-2.0
unit_23,1,REP_TRUE_doc9,Wisconsin is 1 in the Midwest for personal income growth over the year,,true,politifact,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2,1.0
unit_23,2,DEM_LIE_doc9,Austin mayoral candidate Mike Martinez takes corporate money,,pants-on-fire,politifact,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2,1.0
unit_23,4,REP_MOSTLYTRUE_doc9,US Senate candidate Jack Kingston requested more earmarks than any other GA Congressman and all GA GOP members combined,,mostly-true,politifact,2.0,2.0,0.0,2.0,2.0,0.0,2.0,1,1.0
unit_23,5,DEM_BARELYTRUE_doc9,The economy we preside over today is better than the one we inherited,,barely-true,politifact,2.0,2.0,0.0,2.0,2.0,0.0,2.0,1,1.0
unit_23,6,REP_HALFTRUE_doc9,Texas still owns all of its public lands If the federal govt wants to create a park they must ask permission,,half-true,politifact,2.0,1.0,2.0,2.0,0.0,2.0,2.0,1,2.0
unit_23,7,DEM_FALSE_doc9,One year today since GOP took control of the House and no new jobs,,false,politifact,1.0,2.0,0.0,2.0,2.0,0.0,2.0,1,1.0
unit_23,8,Liberal_Positive_doc2,People have illegally entered Australia when theyve come without a valid visa,positive,,abc,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1,1.0
unit_23,9,Labor_Negative_doc7,Chris Bowen says the Governments decision to scrap a 2000 cap on selfeducation expenses will allow people to travel as much as they like and claim as much as they like,negative,,abc,2.0,2.0,0.0,2.0,0.0,2.0,2.0,1,1.0
unit_23,10,Labor_In_Between_doc5,What Ive released today is a minute from the Department of Finance which costs that policy that is a reduction of 12000 in the Australian public service by natural attrition Senator Wong said during a press conference on August 29You will see from that minute that the saving there is 28 billion The claimed saving by the Coalition is in fact 52 billion so we see clearly theres a shortfall,in-between,,abc,2.0,-1.0,2.0,2.0,0.0,2.0,1.0,1,1.0
unit_25,0,REP_TRUE_doc9,Wisconsin is 1 in the Midwest for personal income growth over the year,,true,politifact,-1.0,0.0,1.0,2.0,1.0,0.0,1.0,0,1.0
unit_25,2,REP_MOSTLYTRUE_doc9,US Senate candidate Jack Kingston requested more earmarks than any other GA Congressman and all GA GOP members combined,,mostly-true,politifact,-1.0,-2.0,-1.0,0.0,1.0,0.0,-1.0,-1,0.0
unit_25,4,DEM_BARELYTRUE_doc9,The economy we preside over today is better than the one we inherited,,barely-true,politifact,1.0,2.0,1.0,0.0,1.0,0.0,-1.0,-1,0.0
unit_25,5,REP_HALFTRUE_doc9,Texas still owns all of its public lands If the federal govt wants to create a park they must ask permission,,half-true,politifact,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0,-1.0
unit_25,6,DEM_LIE_doc9,Austin mayoral candidate Mike Martinez takes corporate money,,pants-on-fire,politifact,-1.0,-2.0,-1.0,0.0,1.0,0.0,1.0,-1,0.0
unit_25,7,DEM_FALSE_doc9,One year today since GOP took control of the House and no new jobs,,false,politifact,-1.0,0.0,1.0,0.0,-1.0,-2.0,-1.0,1,0.0
unit_25,8,Labor_In_Between_doc5,What Ive released today is a minute from the Department of Finance which costs that policy that is a reduction of 12000 in the Australian public service by natural attrition Senator Wong said during a press conference on August 29You will see from that minute that the saving there is 28 billion The claimed saving by the Coalition is in fact 52 billion so we see clearly theres a shortfall,in-between,,abc,-1.0,0.0,1.0,2.0,1.0,0.0,1.0,1,0.0
unit_25,9,Liberal_Positive_doc2,People have illegally entered Australia when theyve come without a valid visa,positive,,abc,0.0,1.0,2.0,1.0,0.0,1.0,2.0,-1,1.0
unit_25,10,Labor_Negative_doc7,Chris Bowen says the Governments decision to scrap a 2000 cap on selfeducation expenses will allow people to travel as much as they like and claim as much as they like,negative,,abc,-1.0,0.0,1.0,0.0,-1.0,0.0,1.0,1,0.0
unit_27,1,DEM_BARELYTRUE_doc9,The economy we preside over today is better than the one we inherited,,barely-true,politifact,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1,1.0
unit_27,2,REP_MOSTLYTRUE_doc9,US Senate candidate Jack Kingston requested more earmarks than any other GA Congressman and all GA GOP members combined,,mostly-true,politifact,0.0,-2.0,1.0,-1.0,-1.0,0.0,0.0,1,-1.0
unit_27,4,DEM_FALSE_doc9,One year today since GOP took control of the House and no new jobs,,false,politifact,0.0,1.0,1.0,1.0,0.0,0.0,0.0,-1,0.0
unit_27,5,DEM_LIE_doc9,Austin mayoral candidate Mike Martinez takes corporate money,,pants-on-fire,politifact,0.0,-1.0,1.0,1.0,1.0,0.0,0.0,1,1.0
unit_27,6,REP_HALFTRUE_doc9,Texas still owns all of its public lands If the federal govt wants to create a park they must ask permission,,half-true,politifact,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2,1.0
unit_27,7,REP_TRUE_doc9,Wisconsin is 1 in the Midwest for personal income growth over the year,,true,politifact,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0,-2.0
unit_27,8,Liberal_Positive_doc2,People have illegally entered Australia when theyve come without a valid visa,positive,,abc,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2,-2.0
