unit_id,doc_id,rel,gender,age,school,income,party,party_ln,ideo,elections,teaparty,position_in_task,S6_rel,justification,url,off_page_count,time
unit_1,REP_FALSE_doc2,FALSE,2,3,5,7,3,1,4,1,1,3,6,ITS VERY INTERESTING,https://en.wikipedia.org/wiki/Dennis_Richardson_(politician),5,139.195
unit_1,DEM_BARELYTRUE_doc9,BARELYTRUE,2,3,5,7,3,1,4,1,1,4,5,ITS VERY INTERESTING,https://en.wikipedia.org/wiki/Terry_McAuliffe,4,94.81299999999999
unit_1,REP_HALFTRUE_doc10,HALFTRUE,2,3,5,7,3,1,4,1,1,5,5,ITS VERY INTERESTING,https://www.johnmccain.com,3,57.631
unit_1,DEM_MOSTLYTRUE_doc3,MOSTLYTRUE,2,3,5,7,3,1,4,1,1,6,6,ITS VERY NICE,https://en.wikipedia.org/wiki/Jack_Lew,3,46.876999999999995
unit_1,HIGH,HIGH,2,3,5,7,3,1,4,1,1,7,6,ITS VERY INTERESTING,https://en.wikipedia.org/wiki/Barack_Obama,3,40.084
unit_1,DEM_LIE_doc8,LIE,2,3,5,7,3,1,4,1,1,8,4,ITS MOSTLY TRUE,https://en.wikipedia.org/wiki/Gina_Raimondo,1,52.431999999999995
unit_2,DEM_HALFTRUE_doc3,HALFTRUE,1,4,4,7,4,2,3,1,3,1,6,A very true statement of Gwen Moore regarding Manila water rates,https://www.politifact.com/global-news/statements/2016/may/12/gwen-moore/arm-world-bank-tied-8-fold-rise-water-rates-manila/,0,96.154
unit_2,DEM_TRUE_doc2,TRUE,1,4,4,7,4,2,3,1,3,2,1,It is not Hilary Clinton who said that,https://www.rollcall.com/news/congress/paul-ryan-breaks-silence-with-advice-for-democrats-on-how-to-beat-trump,1,149.662
unit_2,HIGH,HIGH,1,4,4,7,4,2,3,1,3,3,6,Yes we can is a music video for President Barack Obama,https://www.google.com/search?q=Yes%2C+We+can!&rlz=1C1CHBF_enUS837US837&oq=Yes%2C+We+can!&aqs=chrome..69i57j0l5.1959j0j7&sourcei,5,52.82899999999999
unit_2,DEM_FALSE_doc1,FALSE,1,4,4,7,4,2,3,1,3,4,6,It is a true statement from Nacy Pelosi,https://www.politifact.com/truth-o-meter/statements/2014/nov/13/nancy-pelosi/nancy-pelosi-says-she-doesnt-know-who-jonathan-gru/,1,55.187
unit_2,LOW,LOW,1,4,4,7,4,2,3,1,3,5,1,False interpretation for  Abraham Lincoln,https://www.espn.com/f1/story/_/id/27465834/the-storylines-define-second-half-f1-2019,1,90.47
unit_2,REP_LIE_doc6,LIE,1,4,4,7,4,2,3,1,3,6,2,false statement,https://en.wikipedia.org/wiki/Massachusetts_health_care_reform,1,53.896
unit_2,REP_BARELYTRUE_doc4,BARELYTRUE,1,4,4,7,4,2,3,1,3,7,6,A true statement of our president Trump,https://www.politifact.com/truth-o-meter/statements/2016/aug/29/donald-trump/trump-says-they-were-going-build-wall-06-no-enviro/,1,72.615
unit_2,REP_MOSTLYTRUE_doc5,MOSTLYTRUE,1,4,4,7,4,2,3,1,3,8,6,True statement ,https://www.politifact.com/personalities/rudy-giuliani/statements/byruling/mostly-true/,3,104.23299999999999
unit_3,DEM_BARELYTRUE_doc9,BARELYTRUE,1,3,6,9,1,1,1,1,1,1,2,"The researchers say they ""don’t know"" if their findings are relevant today. No current national study has been published.

McAuliffe did not acknowledge these points, all of which have been reported widely. So we rate his statement Mostly False.",https://www.politifact.com/virginia/statements/2015/nov/02/terry-mcauliffe/mcauliffe-says-40-percent-gun-sales-escape-backgro/,0,32.374
unit_3,REP_TRUE_doc8,TRUE,1,3,6,9,1,1,1,1,1,2,6,"The average annual pension benefit for new retirees in the judicial pension system is the largest. And judges contributed, prior to the pension and benefit reform law, 3 percent of their salary toward their pension,  the smallest percentage among public employees.

We rate Christie’s statement True.",https://www.politifact.com/new-jersey/statements/2011/oct/27/chris-christie/chris-christie-claims-judges-reap-better-pension-b/,0,14.953
unit_3,REP_HALFTRUE_doc10,HALFTRUE,1,3,6,9,1,1,1,1,1,3,4,"McCain isn't entirely wrong, but by his choice of words he gives the impression that the two dynamics are working together. For this reason, we find his statement Half True.",https://www.politifact.com/truth-o-meter/statements/2008/jun/20/john-mccain/pushing-the-envelope-to-link-debt-and-energy/,0,17.337
unit_3,DEM_LIE_doc8,LIE,1,3,6,9,1,1,1,1,1,4,1,"That's a ridiculous assertion, especially coming from the campaign of the current general treasurer, who is also a finance expert and presumably understands municipal finance.

We rate it Pants on Fire!",https://www.politifact.com/rhode-island/statements/2014/may/04/gina-raimondo/gina-raimondo-says-providence-taxes-rose-nearly-27/,0,15.755999999999998
unit_3,DEM_MOSTLYTRUE_doc3,MOSTLYTRUE,1,3,6,9,1,1,1,1,1,5,5,"That appears to be close. Airline data suggests about 89,000 more people departed Puerto Rico for the United States then entered it in 2015. While that’s not a perfect estimate to measure out-migration, all the population trends suggest Puerto Rico is experiencing a surge in out-migration, as residents leave for better jobs and prospects in the United States.

Lew’s statement is Mostly True.

",https://www.politifact.com/global-news/statements/2016/may/17/jack-lew/treasury-secretary-lew-says-about-100000-people-le/,0,21.158
unit_3,HIGH,HIGH,1,3,6,9,1,1,1,1,1,6,6,his sloga,https://en.wikipedia.org/wiki/Barack_Obama_2008_presidential_campaign#Slogan,0,7.4670000000000005
unit_3,REP_FALSE_doc2,FALSE,1,3,6,9,1,1,1,1,1,7,2,"Data from the two federal agencies and the state Employment Department show that both genders make more today, when their wages are adjusted for inflation, than they did when Kitzhaber was first elected in 1995.

We rate the claim False.",https://www.politifact.com/oregon/statements/2014/oct/30/dennis-richardson/are-oregonians-earning-less-now-when-john-kitzhabe/,0,25.991
unit_3,LOW,LOW,1,3,6,9,1,1,1,1,1,8,1,not around when he was president,https://en.wikipedia.org/wiki/Formula_One,0,10.096
unit_4,REP_LIE_doc6,LIE,1,4,3,8,3,2,3,1,1,1,3,"A passage from the provided link states ""The number of uninsured Massachusetts residents dropped from about 6% in 2006 to about 2% in 2010, before increasing to between 3–4% in 2012. The United States Census Department shows a higher percentage of uninsured for the same years but a similar trend line.""  So my ""Barely True"" indication reflects the 6% - 4% margin. ",https://en.wikipedia.org/wiki/Massachusetts_health_care_reform,0,218.792
unit_4,DEM_TRUE_doc2,TRUE,1,4,3,8,3,2,3,1,1,2,5,"From the provided source"" Ryan - ""stopped short of rescinding his own tepid endorsement of Trump""
He continued to endorse as the GOP candidate. ",https://www.politifact.com/wisconsin/statements/2016/oct/11/hillary-clinton/after-donald-trumps-campaign-missteps-does-paul-ry/,3,245.322
unit_4,REP_BARELYTRUE_doc4,BARELYTRUE,1,4,3,8,3,2,3,1,1,3,2,"Per the provided source, the EIS's were not the reason why the wall was not built - it was cost and escalating costs. ",https://www.politifact.com/truth-o-meter/statements/2016/aug/29/donald-trump/trump-says-they-were-going-build-wall-06-no-enviro/,3,373.338
unit_4,HIGH,HIGH,1,4,3,8,3,2,3,1,1,4,5,He was using the slogan since his Senate campaign and continued to use it through the 2004 presidential campaign. ,https://www.washingtonpost.com/news/morning-mix/wp/2017/01/11/obamas-yes-we-can-thank-michelle-for-that/,2,183.81
unit_4,DEM_FALSE_doc1,FALSE,1,4,3,8,3,2,3,1,1,5,2,"She was captured on video citing Gruber’s work, revealing that she did indeed know who he was/is.",https://www.politifact.com/truth-o-meter/statements/2014/nov/13/nancy-pelosi/nancy-pelosi-says-she-doesnt-know-who-jonathan-gru/,4,115.273
unit_4,DEM_HALFTRUE_doc3,HALFTRUE,1,4,3,8,3,2,3,1,1,6,4,The rate increase was a combination of privatization and consumption ,https://www.politifact.com/global-news/statements/2016/may/12/gwen-moore/arm-world-bank-tied-8-fold-rise-water-rates-manila/,2,190.563
unit_4,LOW,LOW,1,4,3,8,3,2,3,1,1,7,1,"Football was first played in 1872, Abraham Lincoln died in 1865 - not to mention the first F1 race was in 1946",https://en.wikipedia.org/wiki/History_of_American_football,5,214.645
unit_4,REP_MOSTLYTRUE_doc5,MOSTLYTRUE,1,4,3,8,3,2,3,1,1,8,5,"Per the provided source = ""if you look at their records, at least in the fairly specific set of economic measures Giuliani listed, he is right.""",https://www.politifact.com/truth-o-meter/statements/2008/jan/28/rudy-giuliani/a-real-turnaround/,9,164.77599999999998
unit_5,DEM_MOSTLYTRUE_doc3,MOSTLYTRUE,2,4,6,8,1,1,2,1,1,1,6,I know there was a lot of evacuations from the news.,https://www.google.com/amp/s/www.bloomberg.com/amp/news/articles/2018-12-19/puerto-rico-lost-130-000-residents-after-maria-hit-u-s-census,0,102.13
unit_5,LOW,LOW,2,4,6,8,1,1,2,1,1,2,1,There was no Formula One when Lincoln was alive.,https://en.m.wikipedia.org/wiki/Abraham_Lincoln,1,120.5
unit_5,REP_FALSE_doc2,FALSE,2,4,6,8,1,1,2,1,1,3,6,I found the article.,https://www.politifact.com/oregon/statements/2014/oct/30/dennis-richardson/are-oregonians-earning-less-now-when-john-kitzhabe/,1,60.38399999999999
unit_5,REP_TRUE_doc8,TRUE,2,4,6,8,1,1,2,1,1,4,6,I found it on truth confirming site.,https://www.politifact.com/new-jersey/statements/2011/oct/27/chris-christie/chris-christie-claims-judges-reap-better-pension-b/,1,73.8
unit_5,REP_HALFTRUE_doc10,HALFTRUE,2,4,6,8,1,1,2,1,1,5,6,Found it on a truth confirming website. ,https://www.politifact.com/truth-o-meter/article/2008/jun/20/borrowing-china-buy-oil/,1,68.183
unit_5,HIGH,HIGH,2,4,6,8,1,1,2,1,1,6,6,Found a video of the speech. ,https://youtu.be/Fe751kMBwms,1,82.26100000000001
unit_5,DEM_LIE_doc8,LIE,2,4,6,8,1,1,2,1,1,7,6,Confirmed on a truth confirming website. ,https://www.politifact.com/rhode-island/statements/2014/may/04/gina-raimondo/gina-raimondo-says-providence-taxes-rose-nearly-27/,1,70.456
unit_5,DEM_BARELYTRUE_doc9,BARELYTRUE,2,4,6,8,1,1,2,1,1,8,5,True with a distinction missing. ,https://www.politifact.com/virginia/statements/2015/nov/02/terry-mcauliffe/mcauliffe-says-40-percent-gun-sales-escape-backgro/,1,67.91199999999999
unit_6,REP_MOSTLYTRUE_doc5,MOSTLYTRUE,1,3,3,2,4,1,2,1,3,1,6,The article has been verified,https://www.politifact.com/truth-o-meter/statements/2008/jan/28/rudy-giuliani/a-real-turnaround/,0,246.02700000000002
unit_6,REP_BARELYTRUE_doc4,BARELYTRUE,1,3,3,2,4,1,2,1,3,2,6,Politifact verifies their news.,https://www.politifact.com/truth-o-meter/statements/2016/aug/29/donald-trump/trump-says-they-were-going-build-wall-06-no-enviro/,3,218.77900000000002
unit_6,DEM_FALSE_doc1,FALSE,1,3,3,2,4,1,2,1,3,3,6,Posted by the washington post.,https://www.washingtonpost.com/news/the-fix/wp/2014/11/13/nancy-pelosi-says-she-doesnt-know-who-jonathan-gruber-is-she-touted-his-work-in-2009/?noredirect=on,1,92.402
unit_6,LOW,LOW,1,3,3,2,4,1,2,1,3,4,1,Lincoln was dead before formula existed or aviation was created.,https://www.whitehouse.gov/about-the-white-house/presidents/abraham-lincoln/,1,194.425
unit_6,HIGH,HIGH,1,3,3,2,4,1,2,1,3,5,6,It was in his acceptance speech.,https://www.google.com/amp/s/www.independent.co.uk/news/world/americas/the-full-text-of-barack-obamas-victory-speech-993008.html%3famp,1,201.861
unit_6,REP_LIE_doc6,LIE,1,3,3,2,4,1,2,1,3,6,2,He is the governor of texas,https://www.whitehouse.gov/people/rick-perry/,1,215.305
unit_6,DEM_HALFTRUE_doc3,HALFTRUE,1,3,3,2,4,1,2,1,3,7,4,It wasn't a congressional hearing,https://www.politifact.com/global-news/statements/2016/may/12/gwen-moore/arm-world-bank-tied-8-fold-rise-water-rates-manila/,3,181.072
unit_6,DEM_TRUE_doc2,TRUE,1,3,3,2,4,1,2,1,3,8,2,I could find nothing to support this.,https://www.rollcall.com/news/congress/paul-ryan-breaks-silence-with-advice-for-democrats-on-how-to-beat-trump,3,364.87
unit_7,DEM_MOSTLYTRUE_doc3,MOSTLYTRUE,1,4,4,7,3,1,3,1,2,1,6,I found two reputable web sites stating this,https://www.cnn.com/2018/12/19/health/sutter-puerto-rico-census-update/index.html,0,96.306
unit_7,REP_TRUE_doc8,TRUE,1,4,4,7,3,1,3,1,2,2,6,The article seemed well researched.,https://www.politifact.com/new-jersey/statements/2011/oct/27/chris-christie/chris-christie-claims-judges-reap-better-pension-b/,2,112.348
unit_7,DEM_BARELYTRUE_doc9,BARELYTRUE,1,4,4,7,3,1,3,1,2,3,3,The article claims 13%,https://www.politifact.com/wisconsin/statements/2018/mar/16/steve-bullock/what-percentage-gun-sales-are-done-without-backgro/,2,104.439
unit_7,LOW,LOW,1,4,4,7,3,1,3,1,2,4,1,"Formula one has only been around since 1950, long after Abe Lincoln was dead. ",https://en.wikipedia.org/wiki/Formula_One,2,68.654
unit_7,REP_HALFTRUE_doc10,HALFTRUE,1,4,4,7,3,1,3,1,2,5,4,It seems like he is simplifying the process some. ,https://www.politifact.com/truth-o-meter/statements/2008/jun/20/john-mccain/pushing-the-envelope-to-link-debt-and-energy/,2,78.006
unit_7,REP_FALSE_doc2,FALSE,1,4,4,7,3,1,3,1,2,6,2,Good  analysis in thie article,https://www.politifact.com/oregon/statements/2014/oct/30/dennis-richardson/are-oregonians-earning-less-now-when-john-kitzhabe/,2,145.066
unit_7,HIGH,HIGH,1,4,4,7,3,1,3,1,2,7,6,Video of the speech,https://www.youtube.com/watch?v=Fe751kMBwms,1,51.306000000000004
unit_7,DEM_LIE_doc8,LIE,1,4,4,7,3,1,3,1,2,8,1,Good article,https://www.politifact.com/rhode-island/statements/2014/may/04/gina-raimondo/gina-raimondo-says-providence-taxes-rose-nearly-27/,1,67.58800000000001
unit_8,REP_BARELYTRUE_doc4,BARELYTRUE,1,3,4,5,3,1,3,1,1,1,3,It seems like he was referring to act.,https://www.politifact.com/truth-o-meter/statements/2016/aug/29/donald-trump/trump-says-they-were-going-build-wall-06-no-enviro/,0,144.467
unit_8,HIGH,HIGH,1,3,4,5,3,1,3,1,1,2,6,This was Obama's campaign theme.,https://www.youtube.com/watch?v=Fe751kMBwms,3,89.796
unit_8,LOW,LOW,1,3,4,5,3,1,3,1,1,3,1,This statement never happened.,https://en.wikipedia.org/wiki/Abraham_Lincoln,1,55.685
unit_8,DEM_HALFTRUE_doc3,HALFTRUE,1,3,4,5,3,1,3,1,1,4,4,"The statement referred to real data, although not entirely accurate.",https://www.politifact.com/global-news/statements/2016/may/12/gwen-moore/arm-world-bank-tied-8-fold-rise-water-rates-manila/,1,109.24700000000001
unit_8,REP_MOSTLYTRUE_doc5,MOSTLYTRUE,1,3,4,5,3,1,3,1,1,5,6,He was describing his actions as governor.,https://www.politifact.com/truth-o-meter/statements/2008/jan/28/rudy-giuliani/a-real-turnaround/,3,143.71
unit_8,REP_LIE_doc6,LIE,1,3,4,5,3,1,3,1,1,6,1,According to Politifact this claim is untrue.,https://www.politifact.com/texas/statements/2010/apr/05/rick-perry/perry-says-uninsured-number-bay-state-about-same-h/,2,69.892
unit_8,DEM_FALSE_doc1,FALSE,1,3,4,5,3,1,3,1,1,7,2,Video showing Pelosi citing Gruber’s work offers the clearest evidence that she did indeed know who he was,https://www.politifact.com/truth-o-meter/statements/2014/nov/13/nancy-pelosi/nancy-pelosi-says-she-doesnt-know-who-jonathan-gru/,2,59.918
unit_8,DEM_TRUE_doc2,TRUE,1,3,4,5,3,1,3,1,1,8,1,"In an extraordinary rebuke of his party’s presumed nominee, Speaker Paul D. Ryan, the nation’s highest-ranking elected Republican, said Thursday that he was “not ready” to endorse Donald J. Trump for president.",https://www.nytimes.com/2016/05/06/us/politics/paul-ryan-donald-trump.html,2,78.611
unit_9,REP_HALFTRUE_doc10,HALFTRUE,1,4,6,6,2,2,4,1,2,1,3,He said this however this explanation is a gross over simplification of the point,https://www.politifact.com/truth-o-meter/statements/2008/jun/20/john-mccain/pushing-the-envelope-to-link-debt-and-energy/,0,87.37100000000001
unit_9,DEM_BARELYTRUE_doc9,BARELYTRUE,1,4,6,6,2,2,4,1,2,2,2,The data does not support this claim at all. We have some data but that shows maybe 20% of all sales,https://www.politifact.com/wisconsin/statements/2018/mar/16/steve-bullock/what-percentage-gun-sales-are-done-without-backgro/,0,140.001
unit_9,REP_TRUE_doc8,TRUE,1,4,6,6,2,2,4,1,2,3,6,The judges contributed a far lower percentage of their salary to the pension system than other public officals and employees,https://www.politifact.com/new-jersey/statements/2011/oct/27/chris-christie/chris-christie-claims-judges-reap-better-pension-b/,0,110.435
unit_9,REP_FALSE_doc2,FALSE,1,4,6,6,2,2,4,1,2,4,2,Data from agencies show that both men and women make more today then when the govenor was elected,https://www.politifact.com/oregon/statements/2014/oct/30/dennis-richardson/are-oregonians-earning-less-now-when-john-kitzhabe/,0,88.639
unit_9,LOW,LOW,1,4,6,6,2,2,4,1,2,5,1,There was no Forumla 1 around when he was alive. There were no racecars,https://en.wikipedia.org/wiki/Abraham_Lincoln,0,48.732
unit_9,DEM_LIE_doc8,LIE,1,4,6,6,2,2,4,1,2,6,1,"The way the message was written was incorrect and misleading. If it was clarified more, components of it could be true.",https://www.politifact.com/rhode-island/statements/2014/may/04/gina-raimondo/gina-raimondo-says-providence-taxes-rose-nearly-27/,0,94.935
unit_9,HIGH,HIGH,1,4,6,6,2,2,4,1,2,7,6,Was a key line in his speeches and political rally cry.,https://en.wikipedia.org/wiki/Barack_Obama,0,39.371
unit_9,DEM_MOSTLYTRUE_doc3,MOSTLYTRUE,1,4,6,6,2,2,4,1,2,8,4,A congressional hearing was convenyed to discuss this however the actual numbers are hard to quantify and the way people are counted and qualify are difficult,https://qz.com/1122679/puerto-rico-news-100000-have-left-the-island-after-hurricane-maria/,0,82.525
unit_10,DEM_TRUE_doc2,TRUE,1,3,4,6,2,2,4,2,3,1,4,Ryan had supported trump till he lost his position as speaker. Lately he has been much more vocal in speaking out against Trump and his comments.,https://www.pbs.org/weta/washingtonweek/web-video/paul-ryan-trump-made-textbook-definition-racist-comment,0,113.288
unit_10,REP_LIE_doc6,LIE,1,3,4,6,2,2,4,2,3,2,1,"Another Census Bureau measure puts that estimate even lower. Based on the American Community Survey, a more reliable source of state data than the CPS because the surveys are sent to more households, about 263,000 people in Massachusetts lacked health insurance in 2008. (That was the first year the ACS included a question about health insurance coverage.)

However you do the the Massachusetts math, the number of people without health insurance has dropped by at least 300,000 since 2006 — not the ""about the same"" that Perry airs in his column.",https://www.politifact.com/texas/statements/2010/apr/05/rick-perry/perry-says-uninsured-number-bay-state-about-same-h/,0,62.371
unit_10,REP_BARELYTRUE_doc4,BARELYTRUE,1,3,4,6,2,2,4,2,3,3,5,"Trump said, ""They were going to build the wall a while ago, not so long ago, like in '06. And they couldn't get environmental impact statements.""

The Secure Fence Act of 2006 called for the construction of an additional 700 miles of fencing along the U.S.-Mexico border. While there were environmental concerns related to the construction, the Secretary of Homeland Security waived required environmental reviews in order to proceed with construction.

Trump’s statement suggests a wall or barrier was not built due to inability to get environmental impact statements.
Trump’s statement contains an element of truth but ignores critical facts that would give a different impression.",https://www.politifact.com/truth-o-meter/statements/2016/aug/29/donald-trump/trump-says-they-were-going-build-wall-06-no-enviro/,0,41.381
unit_10,REP_MOSTLYTRUE_doc5,MOSTLYTRUE,1,3,4,6,2,2,4,2,3,4,5,"Giuliani's budget discipline did not allow for substantial new spending on infrastructure. Whether Huckabee's ""investment"" of higher taxes for better services was a good move is not is not a turnaround category Giuliani lists.

It has to be kept in mind that the economic circumstances each chief executive faced were very different. Giuliani can't match Romney in the corporate turnaround business. And Giuliani's view of what constitutes a turnaround doesn't consider everything, but Giuliani clearly has clear accomplishments when it comes to a government turnaround. We find his claim Mostly True.",https://www.politifact.com/truth-o-meter/statements/2008/jan/28/rudy-giuliani/a-real-turnaround/,0,57.24100000000001
unit_10,LOW,LOW,1,3,4,6,2,2,4,2,3,5,1,Lincoln died before Formula One cars existed.,https://en.wikipedia.org/wiki/Abraham_Lincoln,0,42.104
unit_10,DEM_HALFTRUE_doc3,HALFTRUE,1,3,4,6,2,2,4,2,3,6,4,"Moore said that when the International Finance Corporation became a part-owner of Manila Water, rates rose 845 percent. The source cited by Moore’s staff undermines that number.

The International Finance Corporation bought its stake in 2004. Between 2004 and 2012, rates rose about 170 percent. Moore incorrectly used a figure that would apply to the period from 1997 to 2012.

However, the IFC crafted the plan for privatization in the first place. All parties knew that important capital investments would follow, and that rates would go up. It is also true that in terms of the actual size of a family’s water bill, rates rose faster each year after the IFC bought its share than before.",https://www.politifact.com/global-news/statements/2016/may/12/gwen-moore/arm-world-bank-tied-8-fold-rise-water-rates-manila/,0,34.433
unit_10,DEM_FALSE_doc1,FALSE,1,3,4,6,2,2,4,2,3,7,2,"Pelosi said, ""I don't know who (Jonathan Gruber) is."" Video showing Pelosi citing Gruber’s work offers the clearest evidence that she did indeed know who he was, and even her office now acknowledges that she meant to say that she didn't know Gruber personally. Even if the latter is true, that’s not what she said at the press conference, so we rate her claim False.",https://www.politifact.com/truth-o-meter/statements/2014/nov/13/nancy-pelosi/nancy-pelosi-says-she-doesnt-know-who-jonathan-gru/,0,32.144
unit_10,HIGH,HIGH,1,3,4,6,2,2,4,2,3,8,4,Obama's 2008 slogan for his campaign.,https://en.wikipedia.org/wiki/Yes_We_Can,0,39.773
unit_11,DEM_BARELYTRUE_doc9,BARELYTRUE,1,3,4,2,1,1,4,2,1,1,5,"""It has been estimated that nearly 40 percent of all guns sold in America are sold by private, unlicensed sellers either online or through gun shows."" 
— Terry McAuliffe on Thursday, October 15th, 2015 in an executive order.",https://www.politifact.com/virginia/statements/2015/nov/02/terry-mcauliffe/mcauliffe-says-40-percent-gun-sales-escape-backgro/,0,78.735
unit_11,DEM_MOSTLYTRUE_doc3,MOSTLYTRUE,1,3,4,2,1,1,4,2,1,2,6,"Treasury Secretary Lew says about 100,000 people left Puerto Rico last year
By Marta Cerava on Tuesday, May 17th, 2016 at 10:38 a.m.

", https://www.politifact.com/global-news/statements/2016/may/17/jack-lew/treasury-secretary-lew-says-about-100000-people-le/,2,81.085
unit_11,LOW,LOW,1,3,4,2,1,1,4,2,1,3,2,Formula 1: Are F1 Drivers considered Athletes?, https://bleacherreport.com/articles/30864-formula-1-are-f1-drivers-considered-athletes,2,122.11399999999999
unit_11,REP_FALSE_doc2,FALSE,1,3,4,2,1,1,4,2,1,4,6,"Rep. Dennis Richardson, in his bid to unseat Oregon Gov. John Kitzhaber in Tuesday’s election, has made repeated claims that the state is worse off now than when Kitzhaber was elected in 1994 to his first term.",https://www.politifact.com/oregon/statements/2014/oct/30/dennis-richardson/are-oregonians-earning-less-now-when-john-kitzhabe/,3,95.9
unit_11,REP_HALFTRUE_doc10,HALFTRUE,1,3,4,2,1,1,4,2,1,5,6,"John McCain says we're borrowing money from foreign governments to buy oil. He's not too happy about this. ( Read our story on how other candidates make similar statements here .)
""We are borrowing from foreign lenders to buy oil from foreign producers,"" he said in a Houston speech. ""In the world's capital markets, often we are even borrowing Saudi money for Saudi oil. For them, the happy result is that they are both supplier and creditor to the most productive economy on earth. For us, the result is both dependency and debt.", https://www.politifact.com/truth-o-meter/statements/2008/jun/20/john-mccain/pushing-the-envelope-to-link-debt-and-energy/,2,99.072
unit_11,HIGH,HIGH,1,3,4,2,1,1,4,2,1,6,6,"""Yes we can!"", a refrain by characters on Bob the Builder
""Yes We Can"" (slogan), a slogan used by the 2008 Barack Obama presidential campaign
""Obama (Yes We Can)"", a 2008 campaign song by Andy Fraser", https://en.wikipedia.org/wiki/Yes_We_Can,3,42.568000000000005
unit_11,DEM_LIE_doc8,LIE,1,3,4,2,1,1,4,2,1,7,6,"Gina Raimondo says Providence taxes rose nearly 27 percent under Mayor Angel Taveras
By C. Eugene Emery Jr. on Sunday, May 4th, 2014 at 12:01 a.m.", https://www.politifact.com/rhode-island/statements/2014/may/04/gina-raimondo/gina-raimondo-says-providence-taxes-rose-nearly-27/,2,67.759
unit_11,REP_TRUE_doc8,TRUE,1,3,4,2,1,1,4,2,1,8,6,Chris Christie claims judges collect better pension benefits at a lower cost than other public employees in New Jersey, https://www.politifact.com/new-jersey/statements/2011/oct/27/chris-christie/chris-christie-claims-judges-reap-better-pension-b/,3,72.055
unit_12,HIGH,HIGH,2,4,4,6,2,2,4,1,2,1,6,I have heard campaign speeches where Obama has said this phrase.,https://en.m.wikipedia.org/wiki/Barack_Obama_2008_presidential_campaign#Slogan,0,102.538
unit_12,REP_LIE_doc6,LIE,2,4,4,6,2,2,4,1,2,2,2,The number of people who are uninsured has gone down in Massachusetts since 2006.,https://www.google.com/amp/s/www.bostonglobe.com/business/2017/09/12/number-uninsured-mass-continues-fall/wXq3VXKfENdWjzWIYhrRLN/story.html%3foutputType=amp,1,148.874
unit_12,DEM_TRUE_doc2,TRUE,2,4,4,6,2,2,4,1,2,3,6,I can view the actual tweet on Twitter from Hillary.,https://www.politifact.com/wisconsin/statements/2016/oct/11/hillary-clinton/after-donald-trumps-campaign-missteps-does-paul-ry/,1,99.421
