unit_id,tries_amount,questionnaire_amount,dimensions_amount,document_amount,current_try,q_0_age_question,q_0_age_answer,q_0_age_value,q_0_school_question,q_0_school_answer,q_0_school_value,q_0_taxes_question,q_0_taxes_answer,q_0_taxes_value,q_0_political_views_question,q_0_political_views_answer,q_0_political_views_value,q_0_consideration_question,q_0_consideration_answer,q_0_consideration_value,q_0_southern_border_question,q_0_southern_border_answer,q_0_southern_border_value,q_0_environment_question,q_0_environment_answer,q_0_environment_value,q_0_time_elapsed,q_0_accesses,q_1_farmers_question,q_1_farmers_answer,q_1_farmers_value,q_1_time_elapsed,q_1_accesses,q_2_marks_question,q_2_marks_answer,q_2_marks_value,q_2_time_elapsed,q_2_accesses,q_3_athletics_question,q_3_athletics_answer,q_3_athletics_value,q_3_time_elapsed,q_3_accesses,doc_index,doc_name,doc_statement,doc_claimant,doc_date,doc_originatedFrom,doc_ground_truth_value,doc_ground_truth_label,doc_truthfulness_value,doc_truthfulness_label,doc_truthfulness_justification,doc_truthfulness_url,doc_accesses,doc_time_elapsed
unit_10,10,4,1,8,1,What is your age range?,36-50,3.0,What is the highest level of school you have completed or the highest degree you have received?,Four year college degree/bachelorâs degree,3.0,"Last year what was your total family income from all sources, before taxes?","75,000 to less than 100,000",6.0,"In general, would you describe your political views as",Conservative,1.0,"In politics today, do you consider yourself a",Republican,0.0,Should the U.S. build a wall along the southern border?,Agree,0.0,Should the government increase environmental regulations to prevent climate change?,Disagree,1.0,31.73,1,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",,9.0,16.87,1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,,9.0,26.09,1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",,16.0,9.66,1,2,HIGH,Yes We can,Barack Obama,2008-01-08,Facebook Post,5,true,3,half-true,Yes We Can! Was Obama's campaign slogan for 2008. It can neither be true or untrue because of this.,https://www.obama.org/our-story/,1.0,413.69
unit_10,10,4,1,8,1,What is your age range?,36-50,3.0,What is the highest level of school you have completed or the highest degree you have received?,Four year college degree/bachelorâs degree,3.0,"Last year what was your total family income from all sources, before taxes?","75,000 to less than 100,000",6.0,"In general, would you describe your political views as",Conservative,1.0,"In politics today, do you consider yourself a",Republican,0.0,Should the U.S. build a wall along the southern border?,Agree,0.0,Should the government increase environmental regulations to prevent climate change?,Disagree,1.0,31.73,1,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",,9.0,16.87,1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,,9.0,26.09,1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",,16.0,9.66,1,3,pants-on-fire_doc8,The government is closing businesses to stop the spread of coronavirus even though the numbers are nothing compared to H1N1 or Ebola Everyone needs to realize our government is up to something,Facebook User,2020-16-03,Facebook Post,0,pants-on-fire,4,mostly-true,"Briefly, the Swine Flu pandemic was a nasty outbreak that hit during Obama's first year in office. The Centers for Disease Control and Prevention has a handy timeline on how the virus spread, and what the CDC and other agencies did to address the epidemic. The first US case of H1N1 was detected in California on April 15, 2009, and a week later, on the 22nd, the CDC opened its ""Emergency Operations Center (EOC)"" to deal with the outbreak. By April 26, Obama declared a public health emergency and the CDC began coordinating the response to the virus. At the time, the virus had been detected in just three states, with about 20 confirmed cases. The first H1N1 death in the US was recorded a few days later, April 29, when a Mexican toddler who'd come for treatment in the US died at a hospital in Houston. Around the same time, the CDC rolled out a test kit to detect the virus.",https://www.wonkette.com/a-truth-sandwich-on-barack-obamas-2009-swine-flu-response-for-president-gateway-pundit,1.0,376.25
unit_10,10,4,1,8,1,What is your age range?,36-50,3.0,What is the highest level of school you have completed or the highest degree you have received?,Four year college degree/bachelorâs degree,3.0,"Last year what was your total family income from all sources, before taxes?","75,000 to less than 100,000",6.0,"In general, would you describe your political views as",Conservative,1.0,"In politics today, do you consider yourself a",Republican,0.0,Should the U.S. build a wall along the southern border?,Agree,0.0,Should the government increase environmental regulations to prevent climate change?,Disagree,1.0,31.73,1,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",,9.0,16.87,1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,,9.0,26.09,1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",,16.0,9.66,1,4,mostly-false_doc5,President Trump COVID19 coronavirus US cases 1329 US deaths 38 panic level mass hysteria President Obama H1N1 virus US cases 608 million US deaths 12469 panic level totally chill Do you all see how the media can manipulate your life,Viral Image,2020-13-03,Viral Image,2,mostly-false,1,false,"Per CDC estimates, the U.S. saw 60.8 million H1N1 cases in a year from April 2009 to April 2010. Eight months into the pandemic Johns Hopkins University reports there are currently 4.7 million COVID-19 cases in the U.S. So we can Verify the case totals in this meme are true, but it's missing important context. Per the CDC, H1N1 killed 12,469 Americans in a year. COVID-19 has already killed more than 155,000 people in only 8 months.",https://www.khou.com/article/news/verify/verify-meme-claims-2009-h1n1-pandemic-was-worse-than-covid-19-pandemic/285-f1db8a02-0ed7-4d82-ab3f-8f4408f33aaf,1.0,141.05
unit_10,10,4,1,8,1,What is your age range?,36-50,3.0,What is the highest level of school you have completed or the highest degree you have received?,Four year college degree/bachelorâs degree,3.0,"Last year what was your total family income from all sources, before taxes?","75,000 to less than 100,000",6.0,"In general, would you describe your political views as",Conservative,1.0,"In politics today, do you consider yourself a",Republican,0.0,Should the U.S. build a wall along the southern border?,Agree,0.0,Should the government increase environmental regulations to prevent climate change?,Disagree,1.0,31.73,1,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",,9.0,16.87,1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,,9.0,26.09,1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",,16.0,9.66,1,5,true_doc8,Says longstanding Food and Drug Administration regulationscreated barriers to the private industry creating a test quicklyâ for the coronavirus,Dan Crenshaw,2020-13-03,Tweet,5,true,4,mostly-true,The Trump administration has rolled back a Food And Drug Administration rule instituted by President Barack Obama that has stalled coronavirus testing at the state level.The rule in question previously required state-run laboratories to only run medical tests pre-approved by the F.D.A.,https://dailycaller.com/2020/03/04/trump-administration-obama-fda-rule-coronavirus-testing/,1.0,193.91
unit_10,10,4,1,8,1,What is your age range?,36-50,3.0,What is the highest level of school you have completed or the highest degree you have received?,Four year college degree/bachelorâs degree,3.0,"Last year what was your total family income from all sources, before taxes?","75,000 to less than 100,000",6.0,"In general, would you describe your political views as",Conservative,1.0,"In politics today, do you consider yourself a",Republican,0.0,Should the U.S. build a wall along the southern border?,Agree,0.0,Should the government increase environmental regulations to prevent climate change?,Disagree,1.0,31.73,1,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",,9.0,16.87,1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,,9.0,26.09,1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",,16.0,9.66,1,6,false_doc10,Says video showsthe Chinese are destroying the 5G poles as they are aware that it is the thing triggering the corona symptomsâ,Facebook Post,2020-02-04,Viral Image,1,false,1,false,"CLAIM: Video shows people in China taking down 5G poles to âcure coronavirus.âAPâS ASSESSMENT: False. The video was filmed on August 24 during protests in Hong Kong. Protesters are taking down a so-called smart lamppost, which people allege contain cameras and sensors. THE FACTS: A video circulated on Facebook with the false claim that it shows people in China tearing down a 5G pole, implying China âfound the cureâ to coronavirus.  In the video, people who are wearing masks and holding umbrellas are recorded while pulling down a lamp post.",https://apnews.com/afs:Content:8723301797,1.0,75.39
unit_10,10,4,1,8,1,What is your age range?,36-50,3.0,What is the highest level of school you have completed or the highest degree you have received?,Four year college degree/bachelorâs degree,3.0,"Last year what was your total family income from all sources, before taxes?","75,000 to less than 100,000",6.0,"In general, would you describe your political views as",Conservative,1.0,"In politics today, do you consider yourself a",Republican,0.0,Should the U.S. build a wall along the southern border?,Agree,0.0,Should the government increase environmental regulations to prevent climate change?,Disagree,1.0,31.73,1,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",,9.0,16.87,1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,,9.0,26.09,1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",,16.0,9.66,1,7,LOW,Injecting Bleach Could Be a Cure for COVID19,Donald Trump,2020-04-23,Press Conference,0,pants-on-fire,0,pants-on-fire,"Donald Trump has come under fire from medical experts for suggesting further research and tests into whether injecting COVID-19 patients with disinfectant could cure them from coronavirus.Doctors immediately warned against the unproven idea, blasting it as ""irresponsible"" and ""dangerous"", and said it could kill people.",https://news.sky.com/story/coronavirus-trump-under-fire-for-suggesting-disinfectant-as-covid-19-treatment-11977958,1.0,76.97
unit_20,10,4,1,8,1,What is your age range?,50-80,4.0,What is the highest level of school you have completed or the highest degree you have received?,"Some postgraduate or professional schooling, no postgraduate degree",4.0,"Last year what was your total family income from all sources, before taxes?","100,000 to less than 150,000",7.0,"In general, would you describe your political views as",Very liberal,4.0,"In politics today, do you consider yourself a",Democrat,1.0,Should the U.S. build a wall along the southern border?,Disagree,1.0,Should the government increase environmental regulations to prevent climate change?,Agree,0.0,15.78,1,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",,3.0,15.54,1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,,9.0,7.88,1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",,4.0,22.04,1,0,pants-on-fire_doc2,We inherited a broken testâ for COVID19,Donald Trump,2020-30-03,"Interview on ""Fox and Friends""",0,pants-on-fire,0,pants-on-fire,"President Donald Trump has falsely claimed four times since last week that he inherited a faulty coronavirus test -- which was, in reality, developed this year. Facts First: The faulty initial test for the coronavirus was created during Trump's administration, in early 2020, by the Centers for Disease Control and Prevention. Since this is a new virus that was first identified this year, the tests couldn't possibly be ""old"" or ""obsolete.""",https://www.cnn.com/2020/04/07/politics/fact-check-trump-inherited-broken-obsolete-coronavirus-tests/index.html,1.0,155.78
unit_20,10,4,1,8,1,What is your age range?,50-80,4.0,What is the highest level of school you have completed or the highest degree you have received?,"Some postgraduate or professional schooling, no postgraduate degree",4.0,"Last year what was your total family income from all sources, before taxes?","100,000 to less than 150,000",7.0,"In general, would you describe your political views as",Very liberal,4.0,"In politics today, do you consider yourself a",Democrat,1.0,Should the U.S. build a wall along the southern border?,Disagree,1.0,Should the government increase environmental regulations to prevent climate change?,Agree,0.0,15.78,1,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",,3.0,15.54,1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,,9.0,7.88,1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",,4.0,22.04,1,1,LOW,Injecting Bleach Could Be a Cure for COVID19,Donald Trump,2020-04-23,Press Conference,0,pants-on-fire,0,pants-on-fire,"President Donald Trump on Thursday suggested exploring disinfectants as a possible treatment for coronavirus infections â an extremely dangerous proposition that medical experts warn could kill people.Disinfectants like bleach are poisonous and dangerous when mishandled, doctors say. The maker of Lysol also issued a statement warning against any internal use of the cleaning product after Trump's comments.""This notion of injecting or ingesting any type of cleansing product into the body is irresponsible, and it's dangerous,"" said Dr. Vin Gupta, a pulmonologist and global health policy expert who is an NBC News and MSNBC contributor. ""It's a common method that people utilize when they want to kill themselves.""Trump's Food and Drug Administration specifically warned against drinking the chemicals in disinfectants Â­â a fake science that has been peddled as a cure for autism and HIV infection for decades â noting that consumption of such products ""can cause nausea, vomiting, diarrhea, and symptoms of severe dehydration.""""Any amount of bleach or isopropyl alcohol or any kind of common household cleaner is inappropriate for ingestion even in small amounts. Small amounts are deadly,"" Gupta said.",https://www.nbcnews.com/politics/donald-trump/it-s-irresponsible-it-s-dangerous-experts-rip-trump-s-n1191246,1.0,200.62
unit_20,10,4,1,8,1,What is your age range?,50-80,4.0,What is the highest level of school you have completed or the highest degree you have received?,"Some postgraduate or professional schooling, no postgraduate degree",4.0,"Last year what was your total family income from all sources, before taxes?","100,000 to less than 150,000",7.0,"In general, would you describe your political views as",Very liberal,4.0,"In politics today, do you consider yourself a",Democrat,1.0,Should the U.S. build a wall along the southern border?,Disagree,1.0,Should the government increase environmental regulations to prevent climate change?,Agree,0.0,15.78,1,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",,3.0,15.54,1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,,9.0,7.88,1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",,4.0,22.04,1,2,half-true_doc3,So Oscar Health the company tapped by Trump to profit from covid tests is a Kushner company Imagine that profits over national safety,Facebook Post,2020-15-03,Facebook Posts,3,half-true,3,half-true,"What's TrueJared Kushnerâs brother, Joshua, is co-founder of the health insurance start-up Oscar, which recently released an online tool to locate COVID-19 testing centers in some areas. At least in the past, Jared Kushner has had a financial interest in Oscar.What's FalseOscar is not involved in the actual process of COVID-19 testing or in the manufacturing of such a test. Oscar created a website â open to the public â that screens users to see if they qualify for a test and then provides a list of testing sites nearby.",https://www.snopes.com/fact-check/kushner-oscar-covid/,1.0,110.72
unit_20,10,4,1,8,1,What is your age range?,50-80,4.0,What is the highest level of school you have completed or the highest degree you have received?,"Some postgraduate or professional schooling, no postgraduate degree",4.0,"Last year what was your total family income from all sources, before taxes?","100,000 to less than 150,000",7.0,"In general, would you describe your political views as",Very liberal,4.0,"In politics today, do you consider yourself a",Democrat,1.0,Should the U.S. build a wall along the southern border?,Disagree,1.0,Should the government increase environmental regulations to prevent climate change?,Agree,0.0,15.78,1,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",,3.0,15.54,1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,,9.0,7.88,1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",,4.0,22.04,1,3,false_doc8,Church services canât resume until weâre all vaccinated says Bill Gates,Bloggers,2020-09-04,Blog Post,1,false,1,false,"A video circulating on social media makes the claim that the billionaire philanthropist Bill Gates is advocating for church gatherings to ânever returnâ, after social distancing measures implemented to prevent the spread of COVID-19 are lifted. This claim is false.",https://www.reuters.com/article/uk-factcheck-gates-church-gatherings-idUSKBN22R2EW,1.0,361.64
